police_station,day_of_week,hour,unique_vehicle_types,vehicle_types
Sadashivanagar,Wednesday,4,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Sadashivanagar,Wednesday,5,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sadashivanagar,Wednesday,6,4,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
Sadashivanagar,Wednesday,7,8,"['CAR', 'JEEP', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sadashivanagar,Wednesday,8,2,"['CAR', 'MOTOR CYCLE']"
Sadashivanagar,Wednesday,9,1,['SCOOTER']
Sadashivanagar,Wednesday,20,1,['CAR']
Sadashivanagar,Wednesday,21,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Sadashivanagar,Wednesday,22,5,"['CAR', 'GOODS AUTO', 'JEEP', 'OTHERS', 'SCOOTER']"
Sadashivanagar,Wednesday,23,2,"['CAR', 'MOTOR CYCLE']"
Sheshadripuram,Friday,0,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
Sheshadripuram,Friday,1,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Friday,2,6,"['CAR', 'LGV', 'MINI LORRY', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Friday,3,4,"['CAR', 'LGV', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Friday,4,5,"['CAR', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Friday,5,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Friday,6,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Friday,7,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Friday,8,2,"['CAR', 'SCOOTER']"
Sheshadripuram,Friday,9,1,['CAR']
Sheshadripuram,Friday,19,1,['PASSENGER AUTO']
Sheshadripuram,Friday,20,5,"['CAR', 'PRIVATE BUS', 'SCOOTER', 'TEMPO', 'TOURIST BUS']"
Sheshadripuram,Friday,21,6,"['CAR', 'LGV', 'MAXI-CAB', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Sheshadripuram,Friday,22,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Friday,23,7,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Monday,0,4,"['CAR', 'LGV', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Monday,1,2,"['CAR', 'SCOOTER']"
Sheshadripuram,Monday,2,5,"['CAR', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Sheshadripuram,Monday,3,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Monday,4,4,"['CAR', 'JEEP', 'PRIVATE BUS', 'VAN']"
Sheshadripuram,Monday,5,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Monday,6,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Monday,7,2,"['CAR', 'TEMPO']"
Sheshadripuram,Monday,8,1,['CAR']
Sheshadripuram,Monday,19,5,"['CAR', 'LGV', 'MAXI-CAB', 'PASSENGER AUTO', 'PRIVATE BUS']"
Sheshadripuram,Monday,20,4,"['CAR', 'MOTOR CYCLE', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Monday,21,7,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Monday,22,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Monday,23,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
Sheshadripuram,Saturday,0,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Sheshadripuram,Saturday,1,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
Sheshadripuram,Saturday,2,4,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
Sheshadripuram,Saturday,3,7,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Saturday,4,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Saturday,5,7,"['CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Saturday,6,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Saturday,7,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Saturday,8,1,['CAR']
Sheshadripuram,Saturday,9,3,"['PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Saturday,19,4,"['CAR', 'MINI LORRY', 'PASSENGER AUTO', 'TEMPO']"
Sheshadripuram,Saturday,20,3,"['CAR', 'JEEP', 'PASSENGER AUTO']"
Sheshadripuram,Saturday,21,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Saturday,22,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Saturday,23,3,"['CAR', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Sunday,0,8,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS']"
Sheshadripuram,Sunday,1,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Sunday,2,4,"['CAR', 'MAXI-CAB', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Sunday,3,9,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Sheshadripuram,Sunday,4,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Sunday,5,7,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Sunday,6,3,"['CAR', 'GOODS AUTO', 'SCOOTER']"
Sheshadripuram,Sunday,7,6,"['CAR', 'LGV', 'MAXI-CAB', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Sheshadripuram,Sunday,8,1,['PASSENGER AUTO']
Sheshadripuram,Sunday,9,1,['CAR']
Sheshadripuram,Sunday,19,2,"['PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Sunday,20,2,"['CAR', 'OTHERS']"
Sheshadripuram,Sunday,21,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Sunday,22,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Sunday,23,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Thursday,0,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Thursday,1,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
Sheshadripuram,Thursday,2,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Thursday,3,6,"['CAR', 'JEEP', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Thursday,4,6,"['CAR', 'JEEP', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Thursday,5,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Thursday,6,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TANKER']"
Sheshadripuram,Thursday,7,2,"['CAR', 'LGV']"
Sheshadripuram,Thursday,9,3,"['MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Thursday,10,1,['SCOOTER']
Sheshadripuram,Thursday,19,2,"['CAR', 'PASSENGER AUTO']"
Sheshadripuram,Thursday,20,6,"['CAR', 'JEEP', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Thursday,21,6,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Thursday,22,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Thursday,23,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Tuesday,0,7,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOPED', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Tuesday,1,5,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Tuesday,2,2,"['CAR', 'SCOOTER']"
Sheshadripuram,Tuesday,3,7,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Tuesday,4,9,"['CAR', 'JEEP', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Tuesday,5,7,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Tuesday,6,6,"['CAR', 'GOODS AUTO', 'JEEP', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Tuesday,7,4,"['CAR', 'MOTOR CYCLE', 'SCOOTER', 'VAN']"
Sheshadripuram,Tuesday,8,3,"['MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Tuesday,19,4,"['CAR', 'LGV', 'PASSENGER AUTO', 'PRIVATE BUS']"
Sheshadripuram,Tuesday,20,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Tuesday,21,9,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TANKER', 'TEMPO']"
Sheshadripuram,Tuesday,22,4,"['CAR', 'LGV', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Tuesday,23,6,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Wednesday,0,6,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Sheshadripuram,Wednesday,1,5,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
Sheshadripuram,Wednesday,2,3,"['CAR', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Wednesday,3,9,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Sheshadripuram,Wednesday,4,7,"['CAR', 'JEEP', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Wednesday,5,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Sheshadripuram,Wednesday,6,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Sheshadripuram,Wednesday,7,3,"['CAR', 'JEEP', 'MOTOR CYCLE']"
Sheshadripuram,Wednesday,8,1,['PASSENGER AUTO']
Sheshadripuram,Wednesday,9,1,['SCOOTER']
Sheshadripuram,Wednesday,19,2,"['CAR', 'MAXI-CAB']"
Sheshadripuram,Wednesday,20,4,"['CAR', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Sheshadripuram,Wednesday,21,6,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Wednesday,22,7,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Sheshadripuram,Wednesday,23,4,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'PASSENGER AUTO']"
Shivajinagar,Friday,0,10,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER']"
Shivajinagar,Friday,1,6,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Friday,2,11,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MINI LORRY', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO', 'VAN']"
Shivajinagar,Friday,3,13,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO', 'TOURIST BUS', 'VAN']"
Shivajinagar,Friday,4,11,"['CAR', 'GOODS AUTO', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Shivajinagar,Friday,5,11,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Shivajinagar,Friday,6,10,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Shivajinagar,Friday,7,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Friday,8,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Friday,9,6,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS']"
Shivajinagar,Friday,11,1,['PASSENGER AUTO']
Shivajinagar,Friday,12,2,"['MOTOR CYCLE', 'SCOOTER']"
Shivajinagar,Friday,18,2,"['MOTOR CYCLE', 'PASSENGER AUTO']"
Shivajinagar,Friday,19,1,['PASSENGER AUTO']
Shivajinagar,Friday,20,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Friday,21,6,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Friday,22,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Friday,23,9,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,0,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,1,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,2,12,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Monday,3,9,"['CAR', 'GOODS AUTO', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,4,11,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Shivajinagar,Monday,5,12,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Shivajinagar,Monday,6,9,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Monday,7,7,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,8,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Monday,9,6,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,10,2,"['CAR', 'PASSENGER AUTO']"
Shivajinagar,Monday,11,4,"['CAR', 'MAXI-CAB', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,12,6,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,13,3,"['MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,19,4,"['CAR', 'MAXI-CAB', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,20,3,"['CAR', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,21,8,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,22,7,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Monday,23,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Saturday,0,8,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Shivajinagar,Saturday,1,8,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Saturday,2,8,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Saturday,3,9,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Saturday,4,8,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Saturday,5,10,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Shivajinagar,Saturday,6,9,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS', 'VAN']"
Shivajinagar,Saturday,7,9,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MINI LORRY', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS']"
Shivajinagar,Saturday,8,7,"['CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Shivajinagar,Saturday,9,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Saturday,10,2,"['CAR', 'PASSENGER AUTO']"
Shivajinagar,Saturday,12,2,"['CAR', 'PASSENGER AUTO']"
Shivajinagar,Saturday,18,2,"['CAR', 'MOTOR CYCLE']"
Shivajinagar,Saturday,19,6,"['CAR', 'HGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Saturday,20,8,"['CAR', 'JEEP', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Saturday,21,8,"['CAR', 'GOODS AUTO', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Saturday,22,7,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Saturday,23,7,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Sunday,0,7,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Shivajinagar,Sunday,1,10,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Shivajinagar,Sunday,2,10,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Sunday,3,12,"['CAR', 'GOODS AUTO', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Shivajinagar,Sunday,4,11,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Shivajinagar,Sunday,5,12,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Shivajinagar,Sunday,6,8,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Sunday,7,9,"['CAR', 'JEEP', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Sunday,8,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Sunday,9,6,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Sunday,10,2,"['CAR', 'PASSENGER AUTO']"
Shivajinagar,Sunday,11,2,"['CAR', 'PASSENGER AUTO']"
Shivajinagar,Sunday,12,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Shivajinagar,Sunday,18,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Shivajinagar,Sunday,19,7,"['CAR', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Sunday,20,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Sunday,21,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Sunday,22,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Sunday,23,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Shivajinagar,Thursday,0,10,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TANKER', 'TEMPO']"
Shivajinagar,Thursday,1,9,"['CAR', 'GOODS AUTO', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Thursday,2,9,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Shivajinagar,Thursday,3,9,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS', 'VAN']"
Shivajinagar,Thursday,4,8,"['CAR', 'GOODS AUTO', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Shivajinagar,Thursday,5,8,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
